t,my_independent_variable,z,y,x,interest,principal,balance,c,b,a
92,1840000.0,9990000.0,9990000.0,120000.0,-404582.4460673722,10404582.446068408,-414987028.51353884,20000.0,20000.0,20000.0
93,1860000.0,9990000.0,9990000.0,120000.0,-414987.02851353434,10414987.028513521,-425402015.54194397,20000.0,20000.0,20000.0
94,1880000.0,9990000.0,9990000.0,120000.0,-425402.01554194716,10425402.015541103,-435827417.55765206,20000.0,20000.0,20000.0
95,1900000.0,9990000.0,9990000.0,120000.0,-435827.41755758453,10435827.417558517,-446263244.9751672,20000.0,20000.0,20000.0
96,1920000.0,9990000.0,9990000.0,120000.0,-446263.24497512286,10446263.244973153,-456709508.2199984,20000.0,20000.0,20000.0
97,1940000.0,9990000.0,9990000.0,120000.0,-456709.50822008256,10456709.508219631,-467166217.72825986,20000.0,20000.0,20000.0
98,1960000.0,9990000.0,9990000.0,120000.0,-467166.2177283647,10467166.21772757,-477633383.9459567,20000.0,20000.0,20000.0
99,1980000.0,9990000.0,9990000.0,120000.0,-477633.38394594466,10477633.383944988,-488111017.32985467,20000.0,20000.0,20000.0
100,2000000.0,9990000.0,9990000.0,120000.0,-488111.0173300472,10488111.01732822,-498599128.3471921,20000.0,20000.0,20000.0
101,2020000.0,9990000.0,9990000.0,120000.0,-498599.12834724004,10498599.128349109,-509097727.47572535,20000.0,20000.0,20000.0
102,2040000.0,9990000.0,9990000.0,120000.0,-509097.7274755746,10509097.72747559,-519606825.20318174,20000.0,20000.0,20000.0
103,2060000.0,9990000.0,9990000.0,120000.0,-519606.8252030533,10519606.825204926,-530126432.0283839,20000.0,20000.0,20000.0
104,2080000.0,9990000.0,9990000.0,120000.0,-530126.4320283678,10530126.432029909,-540656558.4604486,20000.0,20000.0,20000.0
105,2100000.0,9990000.0,9990000.0,120000.0,-540656.558460325,10540656.55846137,-551197215.0188445,20000.0,20000.0,20000.0
106,2120000.0,9990000.0,9990000.0,120000.0,-551197.2150188542,10551197.21502022,-561748412.2337252,20000.0,20000.0,20000.0
107,2140000.0,9990000.0,9990000.0,120000.0,-561748.4122339062,10561748.412232956,-572310160.645993,20000.0,20000.0,20000.0
108,2160000.0,9990000.0,9990000.0,120000.0,-572310.1606460215,10572310.160646262,-582882470.8068044,20000.0,20000.0,20000.0
109,2180000.0,9990000.0,9990000.0,120000.0,-582882.4708067625,10582882.470805567,-593465353.2774899,20000.0,20000.0,20000.0
110,2200000.0,9990000.0,9990000.0,120000.0,-593465.3532774011,10593465.353276396,-604058818.63075,20000.0,20000.0,20000.0
111,2220000.0,9990000.0,9990000.0,120000.0,-604058.8186308503,10604058.818630872,-614662877.4494706,20000.0,20000.0,20000.0
112,2240000.0,9990000.0,9990000.0,120000.0,-614662.8774493297,10614662.87745117,-625277540.3268951,20000.0,20000.0,20000.0
113,2260000.0,9990000.0,9990000.0,120000.0,-625277.5403268321,10625277.540328378,-635902817.8672048,20000.0,20000.0,20000.0
114,2280000.0,9990000.0,9990000.0,120000.0,-635902.8178673452,10635902.817865456,-646538720.6851492,20000.0,20000.0,20000.0
115,2300000.0,9990000.0,9990000.0,120000.0,-646538.7206850578,10646538.72068788,-657185259.4057627,20000.0,20000.0,20000.0
116,2320000.0,9990000.0,9990000.0,120000.0,-657185.2594056327,10657185.259405531,-667842444.6653137,20000.0,20000.0,20000.0
117,2340000.0,9990000.0,9990000.0,120000.0,-667842.4446652734,10667842.4446657,-678510287.1097089,20000.0,20000.0,20000.0
118,2360000.0,9990000.0,9990000.0,120000.0,-678510.287109867,10678510.287107773,-689188797.3968638,20000.0,20000.0,20000.0
119,2380000.0,9990000.0,9990000.0,120000.0,-689188.7973970458,10689188.797398029,-699877986.1942664,20000.0,20000.0,20000.0
120,2400000.0,9990000.0,9990000.0,120000.0,-699877.986194333,10699877.986194335,-710577864.1806921,20000.0,20000.0,20000.0
121,2420000.0,9990000.0,9990000.0,120000.0,-710577.8641804889,10710577.864181163,-721288442.044674,20000.0,20000.0,20000.0
122,2440000.0,9990000.0,9990000.0,120000.0,-721288.4420447464,10721288.442045728,-732009730.4868441,20000.0,20000.0,20000.0
123,2460000.0,9990000.0,9990000.0,120000.0,-732009.7304868195,10732009.730487715,-742741740.2172105,20000.0,20000.0,20000.0
124,2480000.0,9990000.0,9990000.0,120000.0,-742741.7402171254,10742741.740215939,-753484481.9573622,20000.0,20000.0,20000.0
125,2500000.0,9990000.0,9990000.0,120000.0,-753484.481957353,10753484.481958363,-764237966.4394096,20000.0,20000.0,20000.0
126,2520000.0,9990000.0,9990000.0,120000.0,-764237.9664395873,10764237.966438891,-775002204.4059275,20000.0,20000.0,20000.0
127,2540000.0,9990000.0,9990000.0,120000.0,-775002.204405703,10775002.204404648,-785777206.6103632,20000.0,20000.0,20000.0
128,2560000.0,9990000.0,9990000.0,120000.0,-785777.2066103444,10785777.206608612,-796562983.8168622,20000.0,20000.0,20000.0
129,2580000.0,9990000.0,9990000.0,120000.0,-796562.9838170393,10796562.983816622,-807359546.8007764,20000.0,20000.0,20000.0
130,2600000.0,9990000.0,9990000.0,120000.0,-807359.5468005175,10807359.546800938,-818166906.3473539,20000.0,20000.0,20000.0
131,2620000.0,9990000.0,9990000.0,120000.0,-818166.9063473827,10818166.906348936,-828985073.2540131,20000.0,20000.0,20000.0
132,2640000.0,9990000.0,9990000.0,120000.0,-828985.0732536463,10828985.073251506,-839814058.327294,20000.0,20000.0,20000.0
133,2660000.0,9990000.0,9990000.0,120000.0,-839814.0583269567,10839814.058325835,-850653872.3853252,20000.0,20000.0,20000.0
134,2680000.0,9990000.0,9990000.0,120000.0,-850653.8723852438,10850653.872384926,-861504526.2576075,20000.0,20000.0,20000.0
135,2700000.0,9990000.0,9990000.0,120000.0,-861504.5262579267,10861504.526256897,-872366030.7839469,20000.0,20000.0,20000.0
136,2720000.0,9990000.0,9990000.0,120000.0,-872366.0307842374,10872366.03078219,-883238396.8149879,20000.0,20000.0,20000.0
137,2740000.0,9990000.0,9990000.0,120000.0,-883238.3968146448,10883238.396813584,-894121635.2117016,20000.0,20000.0,20000.0
138,2760000.0,9990000.0,9990000.0,120000.0,-894121.6352116328,10894121.635213774,-905015756.8467371,20000.0,20000.0,20000.0
139,2780000.0,9990000.0,9990000.0,120000.0,-905015.7568467228,10905015.756847149,-915920772.6037488,20000.0,20000.0,20000.0
140,2800000.0,9990000.0,9990000.0,120000.0,-915920.7726037131,10915920.77260658,-926836693.3763031,20000.0,20000.0,20000.0
141,2820000.0,9990000.0,9990000.0,120000.0,-926836.6933764686,10926836.693378346,-937763530.0696069,20000.0,20000.0,20000.0
142,2840000.0,9990000.0,9990000.0,120000.0,-937763.5300695617,10937763.530071383,-948701293.599669,20000.0,20000.0,20000.0
143,2860000.0,9990000.0,9990000.0,120000.0,-948701.2935999454,10948701.293598967,-959649994.8931574,20000.0,20000.0,20000.0
144,2880000.0,9990000.0,9990000.0,120000.0,-959649.9948934556,10959649.994894506,-970609644.8883765,20000.0,20000.0,20000.0
145,2900000.0,9990000.0,9990000.0,120000.0,-970609.6448880457,10970609.644888133,-981580254.5332705,20000.0,20000.0,20000.0
146,2920000.0,9990000.0,9990000.0,120000.0,-981580.2545332662,10981580.254530445,-992561834.7874486,20000.0,20000.0,20000.0
147,2940000.0,9990000.0,9990000.0,120000.0,-992561.8347875458,10992561.834789373,-1003554396.6222605,20000.0,20000.0,20000.0
148,2960000.0,9990000.0,9990000.0,120000.0,-1003554.3966223665,11003554.396623567,-1014557951.0188882,20000.0,20000.0,20000.0
149,2980000.0,9990000.0,9990000.0,120000.0,-1014557.9510193032,11014557.951018319,-1025572508.9702495,20000.0,20000.0,20000.0
150,3000000.0,9990000.0,9990000.0,120000.0,-1025572.5089702677,11025572.508970091,-1036598081.4790727,20000.0,20000.0,20000.0
151,3020000.0,9990000.0,9990000.0,120000.0,-1036598.0814792449,11036598.081477422,-1047634679.5606458,20000.0,20000.0,20000.0
152,3040000.0,9990000.0,9990000.0,120000.0,-1047634.6795607413,11047634.679561991,-1058682314.2399813,20000.0,20000.0,20000.0
153,3060000.0,9990000.0,9990000.0,120000.0,-1058682.3142401287,11058682.314238725,-1069740996.5541785,20000.0,20000.0,20000.0
154,3080000.0,9990000.0,9990000.0,120000.0,-1069740.9965542457,11069740.99655368,-1080810737.5511513,20000.0,20000.0,20000.0
155,3100000.0,9990000.0,9990000.0,120000.0,-1080810.7375507553,11080810.737552574,-1091891548.2881615,20000.0,20000.0,20000.0
156,3120000.0,9990000.0,9990000.0,120000.0,-1091891.5482887106,11091891.548286688,-1102983439.836571,20000.0,20000.0,20000.0
157,3140000.0,9990000.0,9990000.0,120000.0,-1102983.4398368963,11102983.439837484,-1114086423.276606,20000.0,20000.0,20000.0
158,3160000.0,9990000.0,9990000.0,120000.0,-1114086.423276475,11114086.42327545,-1125200509.6997085,20000.0,20000.0,20000.0
159,3180000.0,9990000.0,9990000.0,120000.0,-1125200.5096999388,11125200.509701442,-1136325710.209539,20000.0,20000.0,20000.0
160,3200000.0,9990000.0,9990000.0,120000.0,-1136325.710209632,11136325.710210614,-1147462035.919717,20000.0,20000.0,20000.0
161,3220000.0,9990000.0,9990000.0,120000.0,-1147462.0359196574,11147462.035920387,-1158609497.9557397,20000.0,20000.0,20000.0
162,3240000.0,9990000.0,9990000.0,120000.0,-1158609.4979556445,11158609.497956602,-1169768107.4536867,20000.0,20000.0,20000.0
163,3260000.0,9990000.0,9990000.0,120000.0,-1169768.107453506,11169768.10745362,-1180937875.560901,20000.0,20000.0,20000.0
164,3280000.0,9990000.0,9990000.0,120000.0,-1180937.875561261,11180937.875563476,-1192118813.4368377,20000.0,20000.0,20000.0
165,3300000.0,9990000.0,9990000.0,120000.0,-1192118.813436593,11192118.81343441,-1203310932.2500355,20000.0,20000.0,20000.0
166,3320000.0,9990000.0,9990000.0,120000.0,-1203310.9322501167,11203310.932250703,-1214514243.1822932,20000.0,20000.0,20000.0
167,3340000.0,9990000.0,9990000.0,120000.0,-1214514.2431823185,11214514.243180983,-1225728757.4253986,20000.0,20000.0,20000.0
168,3360000.0,9990000.0,9990000.0,120000.0,-1225728.7574256614,11225728.757424345,-1236954486.1830864,20000.0,20000.0,20000.0
169,3380000.0,9990000.0,9990000.0,120000.0,-1236954.4861830205,11236954.486183733,-1248191440.6690834,20000.0,20000.0,20000.0
170,3400000.0,9990000.0,9990000.0,120000.0,-1248191.4406689468,11248191.440669447,-1259439632.1097827,20000.0,20000.0,20000.0
171,3420000.0,9990000.0,9990000.0,120000.0,-1259439.6321100674,11259439.632110272,-1270699071.7419107,20000.0,20000.0,20000.0
172,3440000.0,9990000.0,9990000.0,120000.0,-1270699.07174208,11270699.071740769,-1281969770.8137488,20000.0,20000.0,20000.0
173,3460000.0,9990000.0,9990000.0,120000.0,-1281969.7708138092,11281969.770813292,-1293251740.584386,20000.0,20000.0,20000.0
174,3480000.0,9990000.0,9990000.0,120000.0,-1293251.7405846147,11293251.740584075,-1304544992.3252475,20000.0,20000.0,20000.0
175,3500000.0,9990000.0,9990000.0,120000.0,-1304544.9923250792,11304544.992323339,-1315849537.3175666,20000.0,20000.0,20000.0
176,3520000.0,9990000.0,9990000.0,120000.0,-1315849.537317171,11315849.53731584,-1327165386.854698,20000.0,20000.0,20000.0
177,3540000.0,9990000.0,9990000.0,120000.0,-1327165.3868546127,11327165.386856258,-1338492552.2415476,20000.0,20000.0,20000.0
178,3560000.0,9990000.0,9990000.0,120000.0,-1338492.5522415463,11338492.552241648,-1349831044.7938437,20000.0,20000.0,20000.0
179,3580000.0,9990000.0,9990000.0,120000.0,-1349831.0447935667,11349831.044792239,-1361180875.838555,20000.0,20000.0,20000.0
180,3600000.0,9990000.0,9990000.0,120000.0,-1361180.8758385265,11361180.875840157,-1372542056.7145703,20000.0,20000.0,20000.0
181,3620000.0,9990000.0,9990000.0,120000.0,-1372542.0567143997,11372542.056715203,-1383914598.7710204,20000.0,20000.0,20000.0
182,3640000.0,9990000.0,9990000.0,120000.0,-1383914.598771319,11383914.598768424,-1395298513.3697357,20000.0,20000.0,20000.0
183,3660000.0,9990000.0,9990000.0,120000.0,-1395298.5133696895,11395298.513372099,-1406693811.8832412,20000.0,20000.0,20000.0
184,3680000.0,9990000.0,9990000.0,120000.0,-1406693.8118831138,11406693.81188239,-1418100505.6952999,20000.0,20000.0,20000.0
185,3700000.0,9990000.0,9990000.0,120000.0,-1418100.5056949218,11418100.50569477,-1429518606.2008927,20000.0,20000.0,20000.0
186,3720000.0,9990000.0,9990000.0,120000.0,-1429518.6062009449,11429518.606198698,-1440948124.8069236,20000.0,20000.0,20000.0
187,3740000.0,9990000.0,9990000.0,120000.0,-1440948.1248072758,11440948.12480732,-1452389072.9316804,20000.0,20000.0,20000.0
188,3760000.0,9990000.0,9990000.0,120000.0,-1452389.0729318382,11452389.072931247,-1463841462.0048413,20000.0,20000.0,20000.0
189,3780000.0,9990000.0,9990000.0,120000.0,-1463841.4620049172,11463841.462004928,-1475305303.466526,20000.0,20000.0,20000.0
190,3800000.0,9990000.0,9990000.0,120000.0,-1475305.303467079,11475305.303465895,-1486780608.7706327,20000.0,20000.0,20000.0
191,3820000.0,9990000.0,9990000.0,120000.0,-1486780.6087705512,11486780.60876875,-1498267389.3787506,20000.0,20000.0,20000.0
192,3840000.0,9990000.0,9990000.0,120000.0,-1498267.3893792457,11498267.389380436,-1509765656.7685895,20000.0,20000.0,20000.0
193,3860000.0,9990000.0,9990000.0,120000.0,-1509765.6567681837,11509765.65677004,-1521275422.42526,20000.0,20000.0,20000.0
194,3880000.0,9990000.0,9990000.0,120000.0,-1521275.4224248778,11521275.422424184,-1532796697.847794,20000.0,20000.0,20000.0
195,3900000.0,9990000.0,9990000.0,120000.0,-1532796.6978472762,11532796.69784647,-1544329494.54546,20000.0,20000.0,20000.0
196,3920000.0,9990000.0,9990000.0,120000.0,-1544329.4945452828,11544329.494547788,-1555873824.0402215,20000.0,20000.0,20000.0
197,3940000.0,9990000.0,9990000.0,120000.0,-1555873.824039756,11555873.824041015,-1567429697.8640554,20000.0,20000.0,20000.0
198,3960000.0,9990000.0,9990000.0,120000.0,-1567429.6978643788,11567429.697866112,-1578997127.5617237,20000.0,20000.0,20000.0
199,3980000.0,9990000.0,9990000.0,120000.0,-1578997.1275621338,11578997.127562676,-1590576124.6895688,20000.0,20000.0,20000.0
200,4000000.0,9990000.0,9990000.0,120000.0,-1590576.1246895387,11590576.124689143,-1602166700.81393,20000.0,20000.0,20000.0
201,4020000.0,9990000.0,9990000.0,120000.0,-1602166.7008142695,11602166.700811798,-1613768867.5147755,20000.0,20000.0,20000.0
202,4040000.0,9990000.0,9990000.0,120000.0,-1613768.8675150252,11613768.867515026,-1625382636.3825705,20000.0,20000.0,20000.0
203,4060000.0,9990000.0,9990000.0,120000.0,-1625382.636382672,11625382.63638118,-1637008019.0187697,20000.0,20000.0,20000.0
204,4080000.0,9990000.0,9990000.0,120000.0,-1637008.0190191413,11637008.019016773,-1648645027.0382771,20000.0,20000.0,20000.0
205,4100000.0,9990000.0,9990000.0,120000.0,-1648645.027037747,11648645.027037716,-1660293672.065118,20000.0,20000.0,20000.0
206,4120000.0,9990000.0,9990000.0,120000.0,-1660293.67206458,11660293.672065865,-1671953965.7372067,20000.0,20000.0,20000.0
207,4140000.0,9990000.0,9990000.0,120000.0,-1671953.965737311,11671953.965737097,-1683625919.7026324,20000.0,20000.0,20000.0
208,4160000.0,9990000.0,9990000.0,120000.0,-1683625.919702508,11683625.919705454,-1695309545.62206,20000.0,20000.0,20000.0
209,4180000.0,9990000.0,9990000.0,120000.0,-1695309.5456228843,11695309.54562138,-1707004855.1679034,20000.0,20000.0,20000.0
210,4200000.0,9990000.0,9990000.0,120000.0,-1707004.8551680523,11707004.8551684,-1718711860.0231123,20000.0,20000.0,20000.0
211,4220000.0,9990000.0,9990000.0,120000.0,-1718711.8600233635,11718711.86002456,-1730430571.882907,20000.0,20000.0,20000.0
