t,balance,interest,principal
96,-45670.95082200716,-44.62632449750965,1044.6263244975096
97,-46716.62177282917,-45.67095082200716,1045.6709508220072
98,-47763.338394602,-46.716621772829164,1046.716621772829
99,-48811.1017329966,-47.763338394601995,1047.763338394602
100,-49859.91283472959,-48.8111017329966,1048.8111017329966
101,-50909.77274756432,-49.85991283472959,1049.8599128347296
102,-51960.682520311886,-50.90977274756432,1050.9097727475644
103,-53012.6432028322,-51.960682520311885,1051.9606825203118
104,-54065.655846035035,-53.0126432028322,1053.0126432028321
105,-55119.72150188107,-54.065655846035035,1054.065655846035
106,-56174.84122338295,-55.11972150188107,1055.119721501881
107,-57231.01606460634,-56.174841223382955,1056.174841223383
108,-58288.247080670946,-57.23101606460634,1057.2310160646064
109,-59346.53532775162,-58.28824708067095,1058.288247080671
110,-60405.88186307937,-59.34653532775162,1059.3465353277516
111,-61466.28774494245,-60.40588186307937,1060.4058818630795
112,-62527.75403268739,-61.46628774494245,1061.4662877449425
113,-63590.28178672008,-62.5277540326874,1062.5277540326874
114,-64653.8720685068,-63.590281786720084,1063.59028178672
115,-65718.5259405753,-64.6538720685068,1064.6538720685069
116,-66784.24446651588,-65.7185259405753,1065.7185259405753
117,-67851.0287109824,-66.78424446651589,1066.784244466516
118,-68918.87973969338,-67.8510287109824,1067.8510287109825
119,-69987.79861943307,-68.91887973969338,1068.9188797396935
120,-71057.7864180525,-69.98779861943308,1069.987798619433
121,-72128.84420447056,-71.0577864180525,1071.0577864180525
122,-73200.97304867503,-72.12884420447055,1072.1288442044706
123,-74274.17402172371,-73.20097304867504,1073.200973048675
124,-75348.44819574543,-74.27417402172371,1074.2741740217236
125,-76423.79664394117,-75.34844819574543,1075.3484481957455
126,-77500.22044058511,-76.42379664394117,1076.4237966439412
127,-78577.7206610257,-77.50022044058511,1077.500220440585
128,-79656.29838168672,-78.5777206610257,1078.5777206610258
129,-80735.9546800684,-79.65629838168672,1079.6562983816866
130,-81816.69063474848,-80.7359546800684,1080.7359546800685
131,-82898.50732538322,-81.81669063474848,1081.8166906347485
132,-83981.40583270861,-82.89850732538322,1082.8985073253832
133,-85065.38723854131,-83.98140583270862,1083.9814058327086
134,-86150.45262577986,-85.06538723854132,1085.0653872385412
135,-87236.60307840563,-86.15045262577986,1086.15045262578
136,-88323.83968148404,-87.23660307840564,1087.2366030784056
137,-89412.16352116552,-88.32383968148405,1088.323839681484
138,-90501.57568468669,-89.41216352116552,1089.4121635211654
139,-91592.07726037137,-90.50157568468669,1090.5015756846867
140,-92683.66933763174,-91.59207726037137,1091.5920772603713
141,-93776.35300696938,-92.68366933763174,1092.6836693376317
142,-94870.12935997634,-93.77635300696939,1093.7763530069694
143,-95964.99948933632,-94.87012935997635,1094.8701293599763
144,-97060.96448882566,-95.96499948933632,1095.9649994893364
145,-98158.02545331449,-97.06096448882566,1097.0609644888257
146,-99256.18347876781,-98.1580254533145,1098.1580254533144
147,-100355.43966224657,-99.25618347876781,1099.2561834787678
148,-101455.79510190882,-100.35543966224657,1100.3554396622467
149,-102557.25089701073,-101.45579510190882,1101.4557951019087
150,-103659.80814790774,-102.55725089701073,1102.5572508970108
151,-104763.46795605564,-103.65980814790774,1103.6598081479078
152,-105868.2314240117,-104.76346795605563,1104.7634679560556
153,-106974.09965543571,-105.8682314240117,1105.8682314240118
154,-108081.07375509114,-106.97409965543571,1106.9740996554358
155,-109189.15482884624,-108.08107375509114,1108.0810737550912
156,-110298.34398367508,-109.18915482884624,1109.1891548288463
157,-111408.64232765874,-110.29834398367508,1110.298343983675
158,-112520.0509699864,-111.40864232765875,1111.4086423276588
159,-113632.5710209564,-112.52005096998641,1112.5200509699864
160,-114746.20359197735,-113.6325710209564,1113.6325710209564
161,-115860.94979556932,-114.74620359197735,1114.7462035919773
162,-116976.81074536488,-115.86094979556933,1115.8609497955692
163,-118093.78755611026,-116.97681074536489,1116.976810745365
164,-119211.88134366636,-118.09378755611026,1118.0937875561103
165,-120331.09322501003,-119.21188134366636,1119.2118813436664
166,-121451.42431823505,-120.33109322501004,1120.3310932250101
167,-122572.87574255328,-121.45142431823506,1121.451424318235
168,-123695.44861829584,-122.57287574255328,1122.5728757425534
169,-124819.14406691413,-123.69544861829584,1123.6954486182958
170,-125943.96321098105,-124.81914406691413,1124.819144066914
171,-127069.90717419203,-125.94396321098105,1125.943963210981
172,-128196.97708136623,-127.06990717419204,1127.069907174192
173,-129325.17405844759,-128.19697708136624,1128.1969770813662
174,-130454.49923250604,-129.3251740584476,1129.3251740584476
175,-131584.95373173855,-130.45449923250604,1130.4544992325061
176,-132716.5386854703,-131.58495373173855,1131.5849537317386
177,-133849.25522415576,-132.7165386854703,1132.7165386854704
178,-134983.10447937992,-133.84925522415577,1133.8492552241557
179,-136118.0875838593,-134.98310447937993,1134.98310447938
180,-137254.20567144317,-136.1180875838593,1136.1180875838593
181,-138391.4598771146,-137.25420567144317,1137.2542056714433
182,-139529.8513369917,-138.3914598771146,1138.3914598771146
183,-140669.3811883287,-139.5298513369917,1139.5298513369917
184,-141810.050569517,-140.6693811883287,1140.6693811883288
185,-142951.86062008652,-141.81005056951702,1141.810050569517
186,-144094.8124807066,-142.95186062008653,1142.9518606200866
187,-145238.9072931873,-144.09481248070662,1144.0948124807067
188,-146384.1462004805,-145.2389072931873,1145.2389072931874
189,-147530.530346681,-146.3841462004805,1146.3841462004805
190,-148678.06087702766,-147.530530346681,1147.530530346681
191,-149826.73893790468,-148.67806087702766,1148.6780608770277
192,-150976.56567684258,-149.82673893790468,1149.8267389379048
193,-152127.5422425194,-150.9765656768426,1150.9765656768427
194,-153279.66978476194,-152.1275422425194,1152.1275422425194
195,-154432.9494545467,-153.27966978476195,1153.279669784762
196,-155587.38240400126,-154.4329494545467,1154.4329494545468
197,-156742.96978640524,-155.58738240400126,1155.5873824040013
198,-157899.71275619164,-156.74296978640524,1156.7429697864052
199,-159057.61246894783,-157.89971275619163,1157.8997127561915
200,-160216.67008141679,-159.05761246894784,1159.0576124689478
201,-161376.8867514982,-160.2166700814168,1160.2166700814169
202,-162538.26363824971,-161.3768867514982,1161.3768867514982
203,-163700.80190188796,-162.53826363824973,1162.5382636382496
204,-164864.50270378985,-163.70080190188796,1163.7008019018879
205,-166029.36720649365,-164.86450270378987,1164.8645027037899
206,-167195.39657370016,-166.02936720649365,1166.0293672064936
207,-168362.59197027385,-167.19539657370015,1167.1953965737002
208,-169530.95456224412,-168.36259197027385,1168.3625919702738
209,-170700.48551680637,-169.53095456224412,1169.530954562244
210,-171871.18600232317,-170.70048551680637,1170.7004855168063
211,-173043.0571883255,-171.87118600232318,1171.8711860023232
212,-174216.10024551384,-173.04305718832552,1173.0430571883255
213,-175390.31634575935,-174.21610024551384,1174.2161002455139
214,-176565.7066621051,-175.39031634575935,1175.3903163457594
215,-177742.2723687672,-176.5657066621051,1176.5657066621052
216,-178920.014641136,-177.7422723687672,1177.7422723687673
217,-180098.93465577712,-178.920014641136,1178.920014641136
218,-181279.0335904329,-180.09893465577713,1180.0989346557772
219,-182460.31262402333,-181.2790335904329,1181.2790335904328
220,-183642.77293664735,-182.46031262402332,1182.4603126240233
221,-184826.415709584,-183.64277293664736,1183.6427729366474
222,-186011.2421252936,-184.82641570958398,1184.826415709584
223,-187197.2533674189,-186.0112421252936,1186.0112421252936
224,-188384.45062078632,-187.19725336741888,1187.1972533674189
225,-189572.8350714071,-188.3844506207863,1188.3844506207863
226,-190762.40790647853,-189.57283507140713,1189.572835071407
227,-191953.170314385,-190.76240790647853,1190.7624079064785
228,-193145.12348469938,-191.953170314385,1191.953170314385
229,-194338.26860818407,-193.14512348469938,1193.1451234846993
230,-195532.60687679224,-194.33826860818408,1194.338268608184
231,-196728.13948366905,-195.53260687679224,1195.5326068767922
232,-197924.8676231527,-196.72813948366905,1196.728139483669
233,-199122.79249077587,-197.92486762315272,1197.9248676231527
234,-200321.91528326666,-199.12279249077588,1199.122792490776
235,-201522.23719854993,-200.32191528326666,1200.3219152832667
236,-202723.75943574848,-201.52223719854993,1201.5222371985499
237,-203926.48319518424,-202.7237594357485,1202.7237594357484
238,-205130.40967837942,-203.92648319518423,1203.9264831951841
239,-206335.5400880578,-205.13040967837944,1205.1304096783795
240,-207541.87562814588,-206.33554008805783,1206.3355400880578
241,-208749.41750377402,-207.54187562814587,1207.5418756281458
242,-209958.1669212778,-208.74941750377403,1208.749417503774
243,-211168.12508819907,-209.9581669212778,1209.9581669212778
244,-212379.29321328728,-211.16812508819908,1211.168125088199
245,-213591.67250650056,-212.3792932132873,1212.3792932132874
246,-214805.26417900706,-213.59167250650057,1213.5916725065006
247,-216020.06944318608,-214.80526417900705,1214.805264179007
248,-217236.08951262926,-216.0200694431861,1216.020069443186
249,-218453.32560214188,-217.23608951262926,1217.2360895126292
250,-219671.77892774402,-218.4533256021419,1218.4533256021418
251,-220891.45070667175,-219.67177892774401,1219.671778927744
252,-222112.3421573784,-220.89145070667175,1220.8914507066718
253,-223334.4544995358,-222.1123421573784,1222.1123421573784
254,-224557.78895403532,-223.33445449953578,1223.3344544995357
255,-225782.34674298935,-224.55778895403532,1224.5577889540352
256,-227008.12908973233,-225.78234674298935,1225.7823467429894
257,-228235.13721882206,-227.00812908973234,1227.0081290897324
258,-229463.37235604087,-228.23513721882205,1228.235137218822
259,-230692.83572839692,-229.46337235604088,1229.463372356041
260,-231923.52856412533,-230.69283572839691,1230.6928357283969
261,-233155.45209268946,-231.92352856412532,1231.9235285641253
262,-234388.60754478216,-233.15545209268947,1233.1554520926895
263,-235622.99615232696,-234.38860754478216,1234.3886075447822
264,-236858.61914847928,-235.62299615232698,1235.622996152327
265,-238095.47776762774,-236.85861914847928,1236.8586191484792
266,-239333.57324539538,-238.09547776762776,1238.0954777676277
267,-240572.90681864077,-239.3335732453954,1239.3335732453954
268,-241813.47972545942,-240.57290681864077,1240.5729068186408
269,-243055.29320518486,-241.81347972545942,1241.8134797254595
270,-244298.34849839006,-243.05529320518485,1243.0552932051849
271,-245542.64684688844,-244.29834849839006,1244.2983484983902
272,-246788.18949373532,-245.54264684688846,1245.5426468468884
273,-248034.97768322905,-246.78818949373533,1246.7881894937354
274,-249283.01266091227,-248.03497768322904,1248.034977683229
275,-250532.2956735732,-249.28301266091228,1249.2830126609124
276,-251782.82796924675,-250.5322956735732,1250.5322956735731
277,-253034.61079721598,-251.78282796924674,1251.7828279692467
278,-254287.6454080132,-253.03461079721598,1253.034610797216
279,-255541.9330534212,-254.2876454080132,1254.2876454080133
280,-256797.47498647464,-255.54193305342122,1255.5419330534212
281,-258054.2724614611,-256.79747498647464,1256.7974749864748
282,-259312.32673392256,-258.0542724614611,1258.054272461461
283,-260571.63906065648,-259.3123267339226,1259.3123267339226
284,-261832.21069971714,-260.5716390606565,1260.5716390606565
285,-263094.04291041684,-261.83221069971717,1261.832210699717
286,-264357.1369533273,-263.0940429104169,1263.0940429104169
287,-265621.4940902806,-264.3571369533273,1264.3571369533274
288,-266887.1155843709,-265.62149409028063,1265.6214940902805
289,-268154.0026999553,-266.8871155843709,1266.8871155843708
290,-269422.15670265525,-268.1540026999553,1268.1540026999553
291,-270691.5788593579,-269.42215670265523,1269.4221567026552
292,-271962.27043821727,-270.69157885935795,1270.6915788593578
293,-273234.2327086555,-271.9622704382173,1271.9622704382173
294,-274507.4669413641,-273.2342327086555,1273.2342327086556
295,-275781.9744083055,-274.5074669413641,1274.507466941364
296,-277057.7563827138,-275.7819744083055,1275.7819744083054
297,-278334.81413909653,-277.0577563827138,1277.0577563827137
298,-279613.14895323565,-278.3348141390965,1278.3348141390966
299,-280892.7621021889,-279.6131489532357,1279.6131489532356
300,-282173.6548642911,-280.8927621021889,1280.892762102189
301,-283455.8285191554,-282.1736548642911,1282.1736548642912
302,-284739.2843476745,-283.4558285191554,1283.4558285191554
303,-286024.0236320222,-284.7392843476745,1284.7392843476746
304,-287310.0476556542,-286.0240236320222,1286.0240236320221
305,-288597.35770330986,-287.3100476556542,1287.3100476556542
306,-289885.95506101317,-288.59735770330985,1288.5973577033099
307,-291175.8410160742,-289.8859550610132,1289.8859550610132
308,-292467.01685709023,-291.1758410160742,1291.1758410160742
309,-293759.48387394735,-292.46701685709024,1292.4670168570901
310,-295053.2433578213,-293.7594838739474,1293.7594838739474
311,-296348.2966011791,-295.0532433578213,1295.0532433578214
312,-297644.64489778026,-296.34829660117913,1296.348296601179
313,-298942.28954267805,-297.64464489778027,1297.6446448977804
314,-300241.23183222074,-298.94228954267805,1298.942289542678
315,-301541.473064053,-300.24123183222076,1300.2412318322208
316,-302843.01453711704,-301.541473064053,1301.541473064053
317,-304145.85755165416,-302.843014537117,1302.8430145371171
318,-305450.0034092058,-304.14585755165416,1304.1458575516542
319,-306755.45341261505,-305.4500034092058,1305.4500034092057
320,-308062.20886602765,-306.75545341261505,1306.755453412615
321,-309370.27107489365,-308.0622088660277,1308.0622088660277
322,-310679.6413459685,-309.37027107489365,1309.3702710748937
323,-311990.3209873145,-310.67964134596855,1310.6796413459685
324,-313302.3113083018,-311.99032098731453,1311.9903209873146
325,-314615.6136196101,-313.3023113083018,1313.3023113083018
326,-315930.2292332297,-314.6156136196101,1314.61561361961
327,-317246.15946246294,-315.93022923322974,1315.9302292332297
328,-318563.4056219254,-317.24615946246297,1317.2461594624629
329,-319881.96902754734,-318.5634056219254,1318.5634056219255
330,-321201.8509965749,-319.88196902754737,1319.8819690275473
331,-322523.0528475715,-321.20185099657493,1321.2018509965749
332,-323845.5759004191,-322.5230528475715,1322.5230528475715
333,-325169.4214763195,-323.8455759004191,1323.8455759004191
334,-326494.5908977958,-325.1694214763195,1325.1694214763195
335,-327821.0854886936,-326.49459089779583,1326.494590897796
336,-329148.9065741823,-327.8210854886936,1327.8210854886936
337,-330478.0554807565,-329.1489065741823,1329.1489065741823
338,-331808.53353623726,-330.4780554807565,1330.4780554807564
339,-333140.34206977347,-331.8085335362373,1331.8085335362373
340,-334473.48241184326,-333.14034206977345,1333.1403420697734
341,-335807.9558942551,-334.4734824118433,1334.4734824118432
342,-337143.76385014935,-335.8079558942551,1335.807955894255
343,-338480.9076139995,-337.14376385014936,1337.1437638501493
344,-339819.3885216135,-338.48090761399953,1338.4809076139995
345,-341159.2079101351,-339.8193885216135,1339.8193885216135
346,-342500.3671180452,-341.1592079101351,1341.1592079101351
347,-343842.86748516327,-342.50036711804523,1342.5003671180452
348,-345186.71035264846,-343.84286748516325,1343.8428674851632
349,-346531.8970630011,-345.18671035264845,1345.1867103526483
350,-347878.42896006414,-346.5318970630011,1346.531897063001
351,-349226.3073890242,-347.8784289600641,1347.8784289600642
352,-350575.5336964132,-349.2263073890242,1349.2263073890242
353,-351926.1092301096,-350.57553369641323,1350.5755336964132
354,-353278.0353393397,-351.9261092301096,1351.9261092301097
355,-354631.313374679,-353.2780353393397,1353.2780353393396
356,-355985.9446880537,-354.631313374679,1354.631313374679
357,-357341.9306327417,-355.9859446880537,1355.9859446880537
358,-358699.2725633745,-357.3419306327417,1357.3419306327417
359,-360057.9718359379,-358.6992725633745,1358.6992725633745
360,-361418.0298077738,-360.0579718359379,1360.057971835938
361,-362779.4478375816,-361.41802980777385,1361.4180298077738
362,-364142.2272854192,-362.77944783758164,1362.7794478375818
363,-365506.3695127046,-364.1422272854192,1364.1422272854193
364,-366871.8758822173,-365.5063695127046,1365.5063695127046
365,-368238.7477580995,-366.8718758822173,1366.8718758822174
366,-369606.9865058576,-368.2387477580995,1368.2387477580996
367,-370976.59349236346,-369.6069865058576,1369.6069865058575
368,-372347.57008585584,-370.97659349236346,1370.9765934923635
369,-373719.9176559417,-372.34757008585586,1372.3475700858558
370,-375093.6375735976,-373.7199176559417,1373.7199176559416
371,-376468.7312111712,-375.0936375735976,1375.0936375735976
372,-377845.19994238234,-376.4687312111712,1376.4687312111712
373,-379223.0451423247,-377.84519994238235,1377.8451999423824
374,-380602.268187467,-379.2230451423247,1379.2230451423247
375,-381982.87045565445,-380.602268187467,1380.602268187467
376,-383364.8533261101,-381.98287045565445,1381.9828704556544
377,-384748.2181794362,-383.3648533261101,1383.36485332611
378,-386132.9663976157,-384.7482181794362,1384.7482181794362
379,-387519.0993640133,-386.1329663976157,1386.1329663976157
380,-388906.6184633773,-387.5190993640133,1387.5190993640133
381,-390295.5250818407,-388.9066184633773,1388.9066184633773
382,-391685.82060692256,-390.2955250818407,1390.2955250818407
383,-393077.5064275295,-391.68582060692256,1391.6858206069226
384,-394470.58393395704,-393.0775064275295,1393.0775064275294
385,-395865.05451789097,-394.4705839339571,1394.4705839339572
386,-397260.91957240883,-395.865054517891,1395.865054517891
387,-398658.1804919813,-397.26091957240885,1397.260919572409
388,-400056.83867247327,-398.6581804919813,1398.6581804919813
389,-401456.89551114576,-400.0568386724733,1400.0568386724733
390,-402858.3524066569,-401.4568955111458,1401.4568955111458
391,-404261.21075906354,-402.8583524066569,1402.8583524066569
392,-405665.4719698226,-404.26121075906354,1404.2612107590635
393,-407071.1374417924,-405.6654719698226,1405.6654719698226
394,-408478.2085792342,-407.0711374417924,1407.0711374417924
395,-409886.68678781344,-408.4782085792342,1408.4782085792342
396,-411296.57347460126,-409.88668678781346,1409.8866867878135
397,-412707.87004807586,-411.29657347460125,1411.2965734746012
398,-414120.5779181239,-412.70787004807585,1412.7078700480758
399,-415534.69849604205,-414.12057791812396,1414.120577918124
400,-416950.2331945381,-415.53469849604204,1415.534698496042
401,-418367.1834277326,-416.9502331945381,1416.9502331945382
402,-419785.55061116035,-418.36718342773264,1418.3671834277327
403,-421205.3361617715,-419.7855506111604,1419.7855506111605
404,-422626.54149793327,-421.2053361617715,1421.2053361617716
405,-424049.1680394312,-422.62654149793326,1422.6265414979332
406,-425473.2172074706,-424.0491680394312,1424.0491680394312
407,-426898.6904246781,-425.4732172074706,1425.4732172074705
408,-428325.5891151028,-426.8986904246781,1426.898690424678
409,-429753.91470421787,-428.3255891151028,1428.3255891151027
410,-431183.66861892206,-429.7539147042179,1429.753914704218
411,-432614.85228754097,-431.18366861892207,1431.1836686189222
412,-434047.4671398285,-432.614852287541,1432.614852287541
413,-435481.5146069683,-434.0474671398285,1434.0474671398285
414,-436916.9961215753,-435.48151460696835,1435.4815146069684
415,-438353.9131176969,-436.9169961215753,1436.9169961215753
416,-439792.2670308146,-438.3539131176969,1438.353913117697
417,-441232.0592978454,-439.7922670308146,1439.7922670308146
418,-442673.29135714326,-441.2320592978454,1441.2320592978454
419,-444115.9646485004,-442.6732913571433,1442.6732913571432
420,-445560.08061314886,-444.1159646485004,1444.1159646485003
421,-447005.640693762,-445.5600806131489,1445.5600806131488
422,-448452.64633445576,-447.005640693762,1447.005640693762
423,-449901.09898079024,-448.4526463344558,1448.4526463344557
424,-451351.00007977104,-449.90109898079027,1449.9010989807903
425,-452802.3510798508,-451.35100007977104,1451.351000079771
426,-454255.15343093063,-452.80235107985084,1452.8023510798507
427,-455709.40858436155,-454.25515343093065,1454.2551534309307
428,-457165.1179929459,-455.70940858436154,1455.7094085843614
429,-458622.28311093885,-457.1651179929459,1457.1651179929459
430,-460080.90539404977,-458.62228311093884,1458.622283110939
431,-461540.9862994438,-460.08090539404975,1460.0809053940498
432,-463002.5272857433,-461.54098629944383,1461.5409862994438
433,-464465.529813029,-463.00252728574327,1463.0025272857433
434,-465929.995342842,-464.465529813029,1464.465529813029
435,-467395.92533818487,-465.929995342842,1465.929995342842
436,-468863.3212635231,-467.3959253381849,1467.395925338185
437,-470332.1845847866,-468.86332126352306,1468.8633212635232
438,-471802.5167693714,-470.3321845847866,1470.3321845847865
439,-473274.3192861408,-471.80251676937144,1471.8025167693713
440,-474747.59360542696,-473.2743192861408,1473.2743192861408
441,-476222.3411990324,-474.74759360542697,1474.747593605427
442,-477698.56354023144,-476.22234119903237,1476.2223411990324
443,-479176.2621037717,-477.6985635402314,1477.6985635402314
444,-480655.43836587545,-479.1762621037717,1479.1762621037717
445,-482136.09380424133,-480.65543836587545,1480.6554383658754
446,-483618.2298980456,-482.13609380424134,1482.1360938042412
447,-485101.84812794364,-483.6182298980456,1483.6182298980457
448,-486586.9499760716,-485.10184812794364,1485.1018481279436
449,-488073.53692604764,-486.5869499760716,1486.5869499760715
450,-489561.6104629737,-488.07353692604767,1488.0735369260476
451,-491051.17207343667,-489.5616104629737,1489.5616104629737
452,-492542.22324551013,-491.0511720734367,1491.0511720734366
453,-494034.7654687556,-492.5422232455101,1492.54222324551
454,-495528.80023422436,-494.0347654687556,1494.0347654687557
455,-497024.32903445855,-495.5288002342244,1495.5288002342245
456,-498521.353363493,-497.02432903445856,1497.0243290344586
457,-500019.87471685646,-498.521353363493,1498.521353363493
458,-501519.89459157333,-500.01987471685646,1500.0198747168565
459,-503021.4144861649,-501.51989459157335,1501.5198945915733
460,-504524.4359006511,-503.02141448616493,1503.021414486165
461,-506028.96033655177,-504.5244359006511,1504.524435900651
462,-507534.9892968883,-506.0289603365518,1506.0289603365518
463,-509042.52428618516,-507.5349892968883,1507.5349892968884
464,-510551.56681047135,-509.04252428618514,1509.0425242861852
465,-512062.1183772818,-510.55156681047134,1510.5515668104713
466,-513574.1804956591,-512.0621183772819,1512.0621183772819
467,-515087.75467615476,-513.5741804956591,1513.5741804956592
468,-516602.84243083093,-515.0877546761548,1515.0877546761549
469,-518119.44527326175,-516.602842430831,1516.602842430831
470,-519637.564718535,-518.1194452732618,1518.1194452732618
471,-521157.20228325354,-519.637564718535,1519.637564718535
472,-522678.3594855368,-521.1572022832536,1521.1572022832536
473,-524201.03784502234,-522.6783594855368,1522.678359485537
474,-525725.2388828674,-524.2010378450224,1524.2010378450223
475,-527250.9641217502,-525.7252388828674,1525.7252388828674
476,-528778.215085872,-527.2509641217503,1527.2509641217503
477,-530306.9933009578,-528.778215085872,1528.778215085872
478,-531837.3002942587,-530.3069933009579,1530.3069933009579
479,-533369.1375945531,-531.8373002942587,1531.8373002942587
480,-534902.5067321477,-533.3691375945531,1533.3691375945532
481,-536437.4092388798,-534.9025067321477,1534.9025067321477
482,-537973.8466481187,-536.4374092388798,1536.4374092388798
483,-539511.8204947668,-537.9738466481188,1537.9738466481188
484,-541051.3323152616,-539.5118204947669,1539.5118204947669
485,-542592.3836475769,-541.0513323152616,1541.0513323152616
486,-544134.9760312245,-542.5923836475769,1542.5923836475768
487,-545679.1110072557,-544.1349760312245,1544.1349760312246
488,-547224.790118263,-545.6791110072558,1545.6791110072559
489,-548772.0149083813,-547.224790118263,1547.224790118263
490,-550320.7869232896,-548.7720149083813,1548.7720149083812
491,-551871.1077102129,-550.3207869232897,1550.3207869232897
